ID,className,METHOD,callchain,score
cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctModifySubmitController#doService,cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctModifySubmitController,doService,2,3
cn.nc.channel.backend.facade.controller.InstitutionBondBookManagementController#institutionBondBookManagement,cn.nc.channel.backend.facade.controller.InstitutionBondBookManagementController,institutionBondBookManagement,1,1
cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.OnlineReplyQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.OnlineReplyQueryController,handle,1,1
cn.nc.starter.file.controller.FileStorageController#exists,cn.nc.starter.file.controller.FileStorageController,exists,1,4
cn.nc.issuance.book.dcm.query.facade.controller.bond.PubCreditListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bond.PubCreditListController,doService,2,1
cn.nc.pub.msg.facade.controller.parameterTemplate.ParameterTemplateGetController#get,cn.nc.pub.msg.facade.controller.parameterTemplate.ParameterTemplateGetController,get,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.VerFormsToSendSHCHExController#handle,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.VerFormsToSendSHCHExController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.directinvestor.DirectInvestorAuthAuditController#directInvestorAuthAudit,cn.nc.issuance.book.dcm.facade.controller.directinvestor.DirectInvestorAuthAuditController,directInvestorAuthAudit,1,1
cn.nc.user.magnifier.facade.controller.IssuanceInstMagnifierListController#doService,cn.nc.user.magnifier.facade.controller.IssuanceInstMagnifierListController,doService,2,1
cn.nc.issuance.dist.facade.controller.SimDistInfoDelController#doService,cn.nc.issuance.dist.facade.controller.SimDistInfoDelController,doService,3,5
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondCheckAuditController#doService,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondCheckAuditController,doService,2,2
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditRateController#doService,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditRateController,doService,2,1
cn.nc.pub.msg.facade.controller.log.SendRecordQueryController#doService,cn.nc.pub.msg.facade.controller.log.SendRecordQueryController,doService,3,6
cn.nc.starter.file.controller.FileStoragePresignedController#delete,cn.nc.starter.file.controller.FileStoragePresignedController,delete,1,4
cn.nc.issuance.dist.facade.controller.DistributionDelController#handle,cn.nc.issuance.dist.facade.controller.DistributionDelController,handle,1,1
cn.nc.starter.file.controller.FileStorageController#downloadByUrlWithBucket,cn.nc.starter.file.controller.FileStorageController,downloadByUrlWithBucket,1,4
cn.nc.operation.base.facade.controller.work.WorkGroupDeleteController#delete,cn.nc.operation.base.facade.controller.work.WorkGroupDeleteController,delete,1,1
cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondUpdateController#handle,cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondUpdateController,handle,1,1
cn.nc.issuance.common.facade.controller.operation.BondAuthorizeModifyController#doService,cn.nc.issuance.common.facade.controller.operation.BondAuthorizeModifyController,doService,2,1
cn.nc.user.instacct.controller.UpdateInstCapitalAcctController#updateInstCapitalAcct,cn.nc.user.instacct.controller.UpdateInstCapitalAcctController,updateInstCapitalAcct,1,1
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorDeleteController#doService,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorDeleteController,doService,3,6
cn.nc.pub.msg.facade.controller.outside.PubProductInstanceListQueryController#doService,cn.nc.pub.msg.facade.controller.outside.PubProductInstanceListQueryController,doService,1,1
cn.nc.user.staff.facade.controller.in.UserPositionFindListController#doService,cn.nc.user.staff.facade.controller.in.UserPositionFindListController,doService,4,7
cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentToReportController#handle,cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentToReportController,handle,1,1
cn.nc.issuance.dist.facade.controller.SimDistInfoDetailController#doService,cn.nc.issuance.dist.facade.controller.SimDistInfoDetailController,doService,4,8
cn.nc.channel.auth.outer.facade.controller.UserChangePwdController#changeUserPwd,cn.nc.channel.auth.outer.facade.controller.UserChangePwdController,changeUserPwd,1,1
cn.nc.user.reguser.facade.controller.UnbindThirdUserRelRegUserController#unbindThirdUserAndRegUser,cn.nc.user.reguser.facade.controller.UnbindThirdUserRelRegUserController,unbindThirdUserAndRegUser,1,1
cn.nc.issuance.common.facade.controller.BillingInformationAddController#handle,cn.nc.issuance.common.facade.controller.BillingInformationAddController,handle,1,1
cn.nc.issuance.dist.facade.controller.DistributionManageQueryAccountInfoController#handle,cn.nc.issuance.dist.facade.controller.DistributionManageQueryAccountInfoController,handle,1,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctModifySubmitController#cfaeAcctModifySubmitCenter,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctModifySubmitController,cfaeAcctModifySubmitCenter,1,1
cn.nc.user.position.facade.controller.client.ClientPositionHisAddController#doService,cn.nc.user.position.facade.controller.client.ClientPositionHisAddController,doService,2,5
cn.nc.issuance.book.dcm.facade.controller.group.InvestorCancelAssignLinkManagerController#doService,cn.nc.issuance.book.dcm.facade.controller.group.InvestorCancelAssignLinkManagerController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondContactListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondContactListController,handle,1,1
cn.nc.user.position.facade.controller.center.CenterPositionPermissionHisListController#handle,cn.nc.user.position.facade.controller.center.CenterPositionPermissionHisListController,handle,1,1
cn.nc.user.centerorgquery.controller.CenterInstInfoQueryListController#doService,cn.nc.user.centerorgquery.controller.CenterInstInfoQueryListController,doService,3,2
cn.nc.issuance.dist.facade.controller.SimDistInfoDetailController#handle,cn.nc.issuance.dist.facade.controller.SimDistInfoDetailController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnEnquiryRespAddController#doService,cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnEnquiryRespAddController,doService,3,8
cn.nc.channel.mix.controller.issuance.QueryInvoicingConfirmFileController#doService,cn.nc.channel.mix.controller.issuance.QueryInvoicingConfirmFileController,doService,3,2
cn.nc.channel.backend.facade.controller.LayoutChangeRemindQueryController#doService,cn.nc.channel.backend.facade.controller.LayoutChangeRemindQueryController,doService,3,10
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctCleanupSubmitController#doService,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctCleanupSubmitController,doService,2,3
cn.nc.operation.base.facade.controller.work.WorkingScheduleDictQueryController#query,cn.nc.operation.base.facade.controller.work.WorkingScheduleDictQueryController,query,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeInitQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeInitQueryController,handle,1,1
cn.nc.channel.mix.controller.channel.subscribe.QueryFinancialInvestorPurchasedBondsController#doService,cn.nc.channel.mix.controller.channel.subscribe.QueryFinancialInvestorPurchasedBondsController,doService,3,2
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageAuditController#handle,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageAuditController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferExprotExQueController#doService,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferExprotExQueController,doService,1,1
cn.nc.user.instoperuser.facade.controller.ModifyOperUserController#instOperModify,cn.nc.user.instoperuser.facade.controller.ModifyOperUserController,instOperModify,1,1
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageAuditController#doService,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageAuditController,doService,2,2
cn.nc.issuance.book.dcm.query.facade.controller.consignpercent.ConsignPercentEditController#handle,cn.nc.issuance.book.dcm.query.facade.controller.consignpercent.ConsignPercentEditController,handle,1,1
cn.nc.user.archive.facade.controller.FileArchiveModifyHandoverFormController#doService,cn.nc.user.archive.facade.controller.FileArchiveModifyHandoverFormController,doService,3,19
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondPublishProcessMonitorExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondPublishProcessMonitorExportController,doService,3,4
cn.nc.channel.backend.facade.controller.ComponentUnrelEntranceController#doService,cn.nc.channel.backend.facade.controller.ComponentUnrelEntranceController,doService,3,2
cn.nc.issuance.book.dcm.query.facade.controller.PricingPlacingPlacingTryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.PricingPlacingPlacingTryController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportPDFBondOfferedController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportPDFBondOfferedController,handle,1,1
cn.nc.user.seal.facade.controller.GetSealHisDetailsController#getSealHisDetails,cn.nc.user.seal.facade.controller.GetSealHisDetailsController,getSealHisDetails,1,1
cn.nc.issuance.book.dcm.query.facade.controller.homeStart.OptionExerciseNoticeLinkController#handle,cn.nc.issuance.book.dcm.query.facade.controller.homeStart.OptionExerciseNoticeLinkController,handle,1,1
cn.nc.channel.auth.outer.facade.controller.RefreshTokenController#doService,cn.nc.channel.auth.outer.facade.controller.RefreshTokenController,doService,3,23
cn.nc.user.ukey.facade.controller.UkeyApplyHisClientBatchDeleteController#ukeyApplyHisBatchDelete,cn.nc.user.ukey.facade.controller.UkeyApplyHisClientBatchDeleteController,ukeyApplyHisBatchDelete,1,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalCancelController#ukeyApplyHisBatchApprovalCancel,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalCancelController,ukeyApplyHisBatchApprovalCancel,1,1
cn.nc.pub.msg.facade.controller.setting.MsgEmailServerSaveController#saveOrUpdate,cn.nc.pub.msg.facade.controller.setting.MsgEmailServerSaveController,saveOrUpdate,1,1
cn.nc.channel.backend.facade.controller.InstitutionHistoricalBondController#institutionHistoricalBond,cn.nc.channel.backend.facade.controller.InstitutionHistoricalBondController,institutionHistoricalBond,1,1
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustModifyController#doService,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustModifyController,doService,2,1
cn.nc.user.staff.facade.controller.ResourceAddController#handle,cn.nc.user.staff.facade.controller.ResourceAddController,handle,1,1
cn.nc.pub.wkcl.facade.controller.legal.LegalCalSaveController#saveOrUpdate,cn.nc.pub.wkcl.facade.controller.legal.LegalCalSaveController,saveOrUpdate,1,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryAppendBiddingResultController#queryAppendBiddingResult,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryAppendBiddingResultController,queryAppendBiddingResult,1,1
cn.nc.issuance.book.dcm.facade.controller.enquirymanage.DeleteEnquiryManageController#handle,cn.nc.issuance.book.dcm.facade.controller.enquirymanage.DeleteEnquiryManageController,handle,1,1
cn.nc.pub.msg.facade.controller.product.ProductExportController#doService,cn.nc.pub.msg.facade.controller.product.ProductExportController,doService,2,3
cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctRevokeController#cfaeacctRevokeClient,cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctRevokeController,cfaeacctRevokeClient,1,1
cn.nc.user.instuser.facade.controller.ThirdUserRelInstUserApplyController#doService,cn.nc.user.instuser.facade.controller.ThirdUserRelInstUserApplyController,doService,7,85
cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.CheckAddBondController#doService,cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.CheckAddBondController,doService,39,117
cn.nc.issuance.common.facade.controller.query.BussinessAllBillsPrintController#handle,cn.nc.issuance.common.facade.controller.query.BussinessAllBillsPrintController,handle,1,1
cn.nc.user.ukey.facade.controller.QueryUkeyExpressLastExpressTypeController#queryLastExpressType,cn.nc.user.ukey.facade.controller.QueryUkeyExpressLastExpressTypeController,queryLastExpressType,1,1
cn.nc.issuance.book.dcm.query.facade.controller.DistHisResultExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.DistHisResultExportController,doService,3,4
cn.nc.user.reguser.facade.controller.GetRegThirdUserRelDetailController#doService,cn.nc.user.reguser.facade.controller.GetRegThirdUserRelDetailController,doService,4,6
cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalSaveController#saveOrUpdate,cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalSaveController,saveOrUpdate,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUnderWritingRatioDetailController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUnderWritingRatioDetailController,handle,1,1
cn.nc.user.staff.facade.controller.in.OrgSyncController#doService,cn.nc.user.staff.facade.controller.in.OrgSyncController,doService,5,17
cn.nc.issuance.dist.facade.controller.external.DCMForExternalSellerConfirmController#doService,cn.nc.issuance.dist.facade.controller.external.DCMForExternalSellerConfirmController,doService,2,2
cn.nc.issuance.common.facade.controller.operation.ContactAddController#doService,cn.nc.issuance.common.facade.controller.operation.ContactAddController,doService,8,28
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWritingRatioChangeQueryController#underWritingRatioChangeQuery,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWritingRatioChangeQueryController,underWritingRatioChangeQuery,1,1
cn.nc.user.ukey.facade.controller.ExportCenterUkeyQueryController#clientExportUkeyQueryExcel,cn.nc.user.ukey.facade.controller.ExportCenterUkeyQueryController,clientExportUkeyQueryExcel,4,9
cn.nc.user.ukey.facade.controller.QueryUkeyBindHisController#doService,cn.nc.user.ukey.facade.controller.QueryUkeyBindHisController,doService,4,17
cn.nc.user.query.facade.controller.GetUserInfoByUserIdController#getUserInfoByUserId,cn.nc.user.query.facade.controller.GetUserInfoByUserIdController,getUserInfoByUserId,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderStatusListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderStatusListController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupContactInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupContactInfoController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUnderWritingRatioBondController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUnderWritingRatioBondController,doService,2,3
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryBiddingOrganDetailController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryBiddingOrganDetailController,handle,1,1
cn.nc.channel.mix.controller.issuance.QueryInGroupBondDetailController#doService,cn.nc.channel.mix.controller.issuance.QueryInGroupBondDetailController,doService,3,2
cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.TiPurchaseOfferModifyController#doService,cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.TiPurchaseOfferModifyController,doService,21,65
cn.nc.issuance.common.facade.controller.SysConfigModifyController#handle,cn.nc.issuance.common.facade.controller.SysConfigModifyController,handle,1,1
cn.nc.operation.base.facade.controller.notice.NoticeSendController#doService,cn.nc.operation.base.facade.controller.notice.NoticeSendController,doService,6,58
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.GenPlacingResultController#doService,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.GenPlacingResultController,doService,3,20
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalIntelligentSupplementController#doService,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalIntelligentSupplementController,doService,3,2
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustExportController,doService,3,4
cn.nc.user.staff.facade.controller.PermissionOutUserListController#doService,cn.nc.user.staff.facade.controller.PermissionOutUserListController,doService,4,8
cn.nc.channel.log.LogSystemListQueryController#querySystemList,cn.nc.channel.log.LogSystemListQueryController,querySystemList,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BussinessAllBillsDownLoadController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BussinessAllBillsDownLoadController,doService,4,6
cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnAnnounceBondModifyController#handle,cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnAnnounceBondModifyController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustGenAndPushController#handle,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustGenAndPushController,handle,1,1
cn.nc.user.staff.facade.controller.PermissionFindInfoController#doService,cn.nc.user.staff.facade.controller.PermissionFindInfoController,doService,4,6
cn.nc.issuance.common.facade.controller.ErrorInfoModifyController#doService,cn.nc.issuance.common.facade.controller.ErrorInfoModifyController,doService,8,20
cn.nc.channel.backend.facade.controller.PageLayoutConfigQueryController#queryPageLayoutByCondition,cn.nc.channel.backend.facade.controller.PageLayoutConfigQueryController,queryPageLayoutByCondition,1,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.QueryBondBalanceController#doService,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.QueryBondBalanceController,doService,2,1
cn.nc.channel.mix.controller.channel.fulltext.QueryFullTextCrmwController#queryFullTextCrmw,cn.nc.channel.mix.controller.channel.fulltext.QueryFullTextCrmwController,queryFullTextCrmw,1,1
cn.nc.issuance.book.dcm.facade.controller.homestart.AddOptionalChannelController#handle,cn.nc.issuance.book.dcm.facade.controller.homestart.AddOptionalChannelController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.group.InvestorSelectController#doService,cn.nc.issuance.book.dcm.facade.controller.group.InvestorSelectController,doService,2,1
cn.nc.issuance.common.facade.controller.SysDictionaryPortController#handle,cn.nc.issuance.common.facade.controller.SysDictionaryPortController,handle,1,1
cn.nc.user.seal.facade.controller.QuerySealController#querySealList,cn.nc.user.seal.facade.controller.QuerySealController,querySealList,1,1
cn.nc.channel.backend.facade.controller.InstitutionCrmwUnderwritingController#institutionCrmwUnderwriting,cn.nc.channel.backend.facade.controller.InstitutionCrmwUnderwritingController,institutionCrmwUnderwriting,1,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.PurchaseHisExporeController#doService,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.PurchaseHisExporeController,doService,3,10
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondSaveController#handle,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondSaveController,handle,1,1
cn.nc.user.sync.facade.controller.QueryCfaeRegisterUserController#doService,cn.nc.user.sync.facade.controller.QueryCfaeRegisterUserController,doService,3,5
cn.nc.user.staff.facade.controller.in.PositionDeleteController#handle,cn.nc.user.staff.facade.controller.in.PositionDeleteController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.RegistrationNoticeQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.RegistrationNoticeQueryController,handle,1,1
cn.nc.issuance.dist.facade.controller.DistBondsQueryController#doService,cn.nc.issuance.dist.facade.controller.DistBondsQueryController,doService,3,4
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondPublishExportController#handle,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondPublishExportController,handle,2,0
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondSecOrgListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondSecOrgListController,handle,1,1
cn.nc.common.transaction.support.controller.TxQueryController#doService,cn.nc.common.transaction.support.controller.TxQueryController,doService,2,12
cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupSettingPdfViewController#proxyPdfById,cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupSettingPdfViewController,proxyPdfById,4,11
cn.nc.user.reguser.facade.controller.CheckUserBindController#checkUserBind,cn.nc.user.reguser.facade.controller.CheckUserBindController,checkUserBind,1,1
cn.nc.user.external.facade.controller.InstListController#getInstinfoList,cn.nc.user.external.facade.controller.InstListController,getInstinfoList,1,1
cn.nc.issuance.dist.facade.controller.DistHisResultQueryController#doService,cn.nc.issuance.dist.facade.controller.DistHisResultQueryController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.AutomaticDisclosureQueryBillInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.AutomaticDisclosureQueryBillInfoController,handle,1,1
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorDeleteController#delete,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorDeleteController,delete,1,1
cn.nc.user.staff.facade.controller.in.UserFindInfoController#doService,cn.nc.user.staff.facade.controller.in.UserFindInfoController,doService,4,9
cn.nc.channel.backend.facade.controller.FinBondRecommendQueryController#doService,cn.nc.channel.backend.facade.controller.FinBondRecommendQueryController,doService,3,6
cn.nc.channel.msg.facade.controller.MessageUnReadCountController#doService,cn.nc.channel.msg.facade.controller.MessageUnReadCountController,doService,2,1
cn.nc.operation.base.facade.controller.work.WorkingScheduleItemsDictQueryController#doService,cn.nc.operation.base.facade.controller.work.WorkingScheduleItemsDictQueryController,doService,2,10
cn.nc.issuance.book.dcm.query.facade.controller.bond.BillInfoQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bond.BillInfoQueryController,doService,2,1
cn.nc.user.ukey.facade.controller.QueryUkeyMaintainListIndexController#queryUkeyMaintainListIndex,cn.nc.user.ukey.facade.controller.QueryUkeyMaintainListIndexController,queryUkeyMaintainListIndex,1,1
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingCreateReachedBookController#handle,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingCreateReachedBookController,handle,1,1
cn.nc.user.instacct.controller.GetInstLargeAcctDetailController#getInstLargeAcctDetail,cn.nc.user.instacct.controller.GetInstLargeAcctDetailController,getInstLargeAcctDetail,1,1
cn.nc.issuance.book.dcm.facade.controller.systemadmin.BondModifyApplyAuditController#handle,cn.nc.issuance.book.dcm.facade.controller.systemadmin.BondModifyApplyAuditController,handle,1,1
cn.nc.issuance.dist.facade.controller.SimDistInfoModifyController#handle,cn.nc.issuance.dist.facade.controller.SimDistInfoModifyController,handle,1,1
cn.nc.channel.search.facade.controller.GuestFunctionSearchController#doService,cn.nc.channel.search.facade.controller.GuestFunctionSearchController,doService,3,23
cn.nc.issuance.book.dcm.query.facade.controller.homeStart.QueryOptionalBondController#handle,cn.nc.issuance.book.dcm.query.facade.controller.homeStart.QueryOptionalBondController,handle,1,1
cn.nc.issuance.common.facade.controller.PublisherSubscribeWhiteListController#doService,cn.nc.issuance.common.facade.controller.PublisherSubscribeWhiteListController,doService,4,7
cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionIssuingProductsController#queryInstitutionIssuingProducts,cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionIssuingProductsController,queryInstitutionIssuingProducts,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBiddingOrganDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBiddingOrganDetailController,doService,1,1
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingCreateReachedBookController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingCreateReachedBookController,doService,2,1
cn.nc.issuance.bid.facade.controller.emergencycontact.QueryEbcListInfoController#queryListEbcInfo,cn.nc.issuance.bid.facade.controller.emergencycontact.QueryEbcListInfoController,queryListEbcInfo,1,1
cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurchaseOrderRevokedController#doService,cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurchaseOrderRevokedController,doService,2,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctDeleteController#doService,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctDeleteController,doService,2,3
cn.nc.user.cfaeacct.facade.controller.OperatorDepositAcctQueryListController#doService,cn.nc.user.cfaeacct.facade.controller.OperatorDepositAcctQueryListController,doService,4,3
cn.nc.user.initinst.facade.controller.DeleteInstOpenApplyController#doService,cn.nc.user.initinst.facade.controller.DeleteInstOpenApplyController,doService,2,7
cn.nc.user.reguser.facade.controller.GetSm2PubKeyController#resetUserPassword,cn.nc.user.reguser.facade.controller.GetSm2PubKeyController,resetUserPassword,1,1
cn.nc.operation.base.facade.controller.work.WorkGroupQueryMembersController#queryLoginUserMembers,cn.nc.operation.base.facade.controller.work.WorkGroupQueryMembersController,queryLoginUserMembers,1,1
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderAddRateController#doService,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderAddRateController,doService,2,1
cn.nc.issuance.common.facade.controller.query.BussinessAllBillsDownLoadController#doService,cn.nc.issuance.common.facade.controller.query.BussinessAllBillsDownLoadController,doService,4,2
cn.nc.channel.backend.facade.controller.IdentityMappingPublishController#publishIdentityMapping,cn.nc.channel.backend.facade.controller.IdentityMappingPublishController,publishIdentityMapping,1,1
cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentAutoInputController#doService,cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentAutoInputController,doService,1,1
cn.nc.issuance.book.dcm.facade.controller.group.GroupRepeatGroupController#handle,cn.nc.issuance.book.dcm.facade.controller.group.GroupRepeatGroupController,handle,1,1
cn.nc.user.staff.facade.controller.in.UserAddController#doService,cn.nc.user.staff.facade.controller.in.UserAddController,doService,11,29
cn.nc.user.ukey.facade.controller.UkeyExpressCenterSendSMSController#ukeyExpressSendSMS,cn.nc.user.ukey.facade.controller.UkeyExpressCenterSendSMSController,ukeyExpressSendSMS,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondPublishModeListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondPublishModeListController,doService,1,1
cn.nc.channel.mix.controller.issuance.QueryGroupUnderwriterController#doService,cn.nc.channel.mix.controller.issuance.QueryGroupUnderwriterController,doService,3,2
cn.nc.issuance.bid.facade.controller.biddingManagement.queryBidding.QueryBiddingDetailController#handle,cn.nc.issuance.bid.facade.controller.biddingManagement.queryBidding.QueryBiddingDetailController,handle,1,1
cn.nc.issuance.dist.facade.controller.external.DCMForExternalTransReceptionBackController#doService,cn.nc.issuance.dist.facade.controller.external.DCMForExternalTransReceptionBackController,doService,2,2
cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignMainManagerController#doService,cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignMainManagerController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.BondCodeMagnifierController#handle,cn.nc.issuance.book.dcm.query.facade.controller.BondCodeMagnifierController,handle,1,1
cn.nc.user.auth.facade.controller.AuthUserPermissionMenuGroupListController#doService,cn.nc.user.auth.facade.controller.AuthUserPermissionMenuGroupListController,doService,2,2
cn.nc.operation.base.facade.controller.notice.NoticeGroupApproverQueryController#queryApproveMembers,cn.nc.operation.base.facade.controller.notice.NoticeGroupApproverQueryController,queryApproveMembers,1,1
cn.nc.user.conf.facade.CenterSysBusinessRoleLinkDeleteRoleController#doService,cn.nc.user.conf.facade.CenterSysBusinessRoleLinkDeleteRoleController,doService,3,6
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.OrganMonitorExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.OrganMonitorExportController,doService,3,4
